供电煤耗	525.00	550.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	525.00	550.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	525.00	550.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	525.00	550.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	550.00	575.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	575.00	600.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	600.00	625.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	625.00	650.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	650.00	675.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	675.00	700.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	700.00	725.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	20.00	25.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	15.00	20.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	25.00	30.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	35.00	40.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	30.00	35.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	-5.00	0.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	-10.00	-5.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	0.00	5.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	10.00	15.00	303.45	0.00	2.00
供电煤耗	725.00	750.00	5.00	10.00	303.45	0.00	2.00
供电煤耗	750.00	775.00	20.00	25.00	287.37	0.00	2.00
供电煤耗	750.00	775.00	15.00	20.00	287.37	0.00	2.00
供电煤耗	750.00	775.00	25.00	30.00	287.37	0.00	2.00
供电煤耗	750.00	775.00	35.00	40.00	287.37	0.00	2.00
供电煤耗	750.00	775.00	30.00	35.00	287.37	0.00	2.00
